Income,LoanAmountRequest,CreditScore,NoofDefaults,PropertyPrice,CLA,PropertyType,PropertyAge,LSA
1654.44,132266.41,795.11,0,157041.04,644.35,3,1848.3,92586.49
2896.54,81275.43,781.42,0,112915,504.83,3,1848.3,65020.34
1848.3,55088.87,824.95,0,67185.84,215.26,4,1848.3,44071.1
1398.77,65236.62,597.66,0,76608.73,430.15,3,1398.77,0
1939.7,46212.87,666.69,0,73343.17,182.75,1,1939.7,30038.37
3508.94,70511.88,660.38,0,113738.41,311.08,1,3508.94,49358.32
2217.71,84061.84,811.5,1,95181.89,396.64,4,2217.71,58843.29
2564.09,104657.56,773.66,0,187894.59,754.78,1,2564.09,78493.17
1574.62,18350.06,648.14,1,32588.74,103.92,4,1574.62,0
2726.63,101125.34,734.28,0,129548.84,908.97,4,2726.63,65731.47
1995.71,136845.22,806.46,0,179858.51,543.56,3,1995.71,109476.18
1216.75,46737.62,812.76,1,81300.82,333.08,3,1216.75,32716.33
1888.71,24705.92,846.06,0,36472.39,187.1,2,1888.71,19764.74
2174.05,168728.35,692.16,0,218023.78,703.6,3,2174.05,118109.84
1569.68,47527.22,652.73,1,75594.7,265.32,2,1569.68,-999
1965.71,48958.8,844.23,0,83936.39,256.56,3,1965.71,39167.04
2760.46,130391.61,809.24,0,247354.27,373.96,3,2760.46,91274.13
1694.75,172064.05,770.81,0,229349.63,806.03,4,1694.75,120444.83
1771.96,104710.87,804.39,0,193601.06,484.38,3,1771.96,78533.15
1510.66,82501.81,808.34,1,129838.95,496.35,3,1510.66,66001.45
1572.33,61387.84,687.03,0,-999,458.84,1,1572.33,39902.1
1771.96,65914.67,642.54,0,74325.34,359.34,1,3462.46,0
3462.46,166572.09,740.07,0,192857.44,724.29,2,3462.46,108271.86
472.04,97437.66,714.24,0,178259.83,287.56,1,472.04,68206.36
1916.14,115798.28,831.82,1,207283.23,323.68,3,1916.14,0
763.96,48407,704.87,0,68159.05,214.18,1,763.96,33884.9
5121.47,36309.67,866.04,0,62320.92,407.22,3,5121.47,27232.25
740.82,18693.54,687.8,1,22651.7,141.99,2,740.82,13085.48
2053.14,31109.07,687.07,1,51354.96,313.89,3,2053.14,20220.9
1366.55,131496.49,838.18,0,248166.11,490.11,4,1366.55,92047.54
1650.45,25333.93,597.66,0,30696.64,167.08,1,1650.45,16467.05
2181.21,139095.47,616.77,1,241750.21,681.26,2,2181.21,109988.44
3891.97,168600.41,873.33,0,310637.73,469.01,2,3891.97,134880.33
1650.45,44537.23,744.17,1,63607.94,229.41,1,2370.98,28949.2
2370.98,40042.16,625.88,1,58646.11,201.3,3,2370.98,0
2676.14,187766.92,607.97,0,320906.49,563.94,4,2676.14,0
3638.26,296991.28,787.18,1,346455.37,730.14,3,3638.26,222743.46
2370.98,35964.1,806.46,0,49442.41,258.15,4,3088.25,25174.87
3088.25,27341.83,726.94,1,30813.17,208.04,3,3088.25,0
3638.26,36852.06,662.86,1,60180.87,198.67,2,1192.38,25796.44
1192.38,38295.85,812.34,0,70336.53,253.45,2,1192.38,26807.09
2688.64,46750.05,716.5,0,83374.94,401.98,3,2688.64,30387.53
1343.77,35032.17,799.47,0,62807.16,373.35,2,1343.77,24522.52
2047.29,69038.96,614.31,0,82702.86,435.95,4,2047.29,0
1952.58,158621.71,744.58,0,204984.49,415.68,1,1952.58,103104.11
965.76,28474.97,687.18,0,47623.65,138.25,4,965.76,19932.48
3498.79,76582.13,738.78,0,135472.87,651.08,3,3498.79,49778.38
1952.58,71714.59,665,1,79373.28,458.39,3,2100.85,50200.21
965.76,18358.3,873.31,1,27407.26,225.24,1,2100.85,14686.64
2100.85,45299.38,792.93,0,65327.91,185.28,2,2100.85,31709.57
748.18,33522.8,801.43,1,58902.08,164.03,3,748.18,0
965.76,105574.81,831.82,1,145637.45,338.6,1,5589.64,73902.37
5589.64,113307.87,730.31,0,150267.46,778.05,1,5589.64,0
3091,24881.28,710.39,1,-999,205.41,2,3091,16172.83
3506.59,46942.16,764.58,0,72090.29,330.47,2,3506.59,37553.73
1988.94,108217.91,876.53,1,153578.94,456.31,4,1988.94,81163.43
1815.32,24164.63,754.14,0,34597.29,138.13,1,1815.32,0
3506.59,132894.97,815.14,0,177308.08,710.43,2,1573.79,93026.48
1573.79,67730.25,671.82,0,74925.51,319.23,1,1573.79,47411.18
2389.33,140140.78,784.09,0,251728.85,703.36,1,2389.33,112112.62
1814.69,60432.69,662.54,0,109697.07,296.9,4,1814.69,39281.25
2893.64,33262.9,773.76,0,52377.7,170.96,1,2893.64,24947.18
4776.43,51868.94,839.49,0,57996.71,211.53,4,4776.43,36308.26
2532.14,126379.24,759.59,0,189379.34,410.2,3,2532.14,88465.47
1623.71,74743.6,755.11,1,91492,247.78,4,1623.71,52320.52
1675,34154.89,660.28,0,45337.54,146.02,1,1675,22200.68
2610.55,80663.66,834.13,0,151211.02,379.66,1,2610.55,0
1623.71,83927.81,621.26,0,121531,462.13,1,3623.06,0
3623.06,56684.67,716.5,0,63050.93,179.82,1,3623.06,45347.74
6525.78,233601.81,744.63,0,290861.09,919.01,3,6525.78,151841.18
2676.23,44669.75,857.31,0,55993.14,527.05,3,2676.23,31268.82
3623.06,24985.77,870.54,1,36395.84,157.18,1,1367.48,19988.62
1367.48,99477.12,641.77,0,164583.56,471.05,4,1367.48,0
1525.33,106174.13,828.8,0,165369.61,541.76,2,1525.33,0
3623.06,38267.62,665,0,60928.5,188.63,4,9740.63,30614.1
9740.63,197982.7,749.66,0,329514.78,782.44,2,9740.63,138587.89
1737.28,32278.12,618.88,0,50951.65,201.5,1,1737.28,0
3355.53,109559.39,790.95,0,145101.71,289.06,4,3355.53,76691.57
9740.63,14474.96,694.23,1,16295.66,153.86,1,2479.25,9408.72
2479.25,103814.67,852.88,0,128800.76,315.85,4,2479.25,103814.67
3355.53,35725.52,710.39,0,60735.34,386.69,3,3967.97,25007.86
9740.63,120685.96,741.38,0,223950.65,562.34,4,3967.97,84480.17
3967.97,160003.75,806.64,0,224269.56,1761.85,4,3967.97,128003
1015.3,15688.53,793.27,0,29493.77,100.1,4,1015.3,12550.82
521.11,26826.75,815.14,0,49536.58,127.04,1,521.11,21461.4
2192.71,31032.65,844.79,0,48498.75,395.17,4,2192.71,23274.49
1849.35,53186.32,784.09,0,68847.03,306.04,1,1849.35,39889.74
1966.47,21086.19,633.82,0,39684.94,98.07,2,1966.47,0
1734.65,77495.09,663.04,0,108721.69,413.06,4,1734.65,54246.56
2298.24,187143.13,774.87,1,259961.89,521.89,2,2298.24,0
2773.91,102240.66,740.12,0,167595.47,298.15,4,2773.91,66456.43
3126.97,196921.36,857.03,0,310787.3,491.47,3,3126.97,137844.95
1305.58,77260.94,634.25,0,106717.11,373.83,4,1305.58,0
3089.57,47276.13,735.87,0,56176.91,250.77,1,3089.57,30729.48
1328.1,152611.38,862.61,0,181380.76,574.03,1,1328.1,137350.24
2740.58,180157.52,754.31,0,221414.26,713.85,4,2740.58,0
2264.14,42292.73,796.11,1,61832.71,442.5,1,2264.14,29604.91
2417.08,172035.22,817.24,0,252710.51,583.71,4,2417.08,137628.18
2267,38676.73,843.15,1,54743.68,269.36,2,2267,29007.55
2848.92,84397.29,819.98,0,136064.08,417.54,2,2848.92,59078.1
3713.31,78240.4,749.42,0,130190.05,214.12,1,3713.31,54768.28
1290.37,93459.08,840.96,0,131086.26,320.51,4,928.13,74767.26
928.13,112240.12,763.61,0,193719.43,493.93,1,928.13,89792.1
3713.31,21141.83,737.64,0,32815.85,200.72,2,4895.13,14799.28
4895.13,82428.92,778.27,0,154372.67,453.33,3,4895.13,0
2333.94,68053.83,820.01,0,90352.72,302.37,4,2333.94,47637.68
2115.75,89992.76,646.04,1,103780.42,447.76,2,2115.75,0
2389.14,38905.38,868.12,0,70070.76,253.11,2,2389.14,31124.3
2375.07,144429.37,701.59,0,-999,475.86,4,2375.07,93879.09
1688,84460.15,806.64,0,143495.72,637.31,1,1688,63345.11
4621.75,171497.79,650.54,0,298450.54,768.48,1,4621.75,111473.56
1877.25,174205.11,815.14,0,278174.3,697.86,1,1877.25,130653.83
2462.84,118905.65,749.35,1,223364.08,387.33,1,2462.84,83233.95
1839.3,82027.22,625.1,0,143943.03,446.32,2,1839.3,0
1877.25,118062.35,688.28,0,148405.99,377.78,1,2074.07,76740.53
2074.07,131860.42,756.37,0,165741.99,373.7,2,2074.07,92302.29
2472.87,26650.77,719.62,0,31384.14,273.66,2,2472.87,17323
2741.52,183545.94,644.84,0,305046.39,524.6,2,2741.52,0
1832.58,147778.07,673.27,1,185059.39,753.43,2,1832.58,103444.65
3526.15,279943.29,709.05,0,366497.29,1006.64,1,3526.15,181963.14
2455.94,192322.22,854.63,1,290865.48,542.9,2,2455.94,153857.78
2139.59,148018.72,879.31,1,211558.13,891.47,1,2139.59,125815.91
3349.27,74619.85,679.75,0,82164.44,401.56,3,3349.27,52233.9
1568.14,62950.91,758.29,0,96629.09,407.59,4,1568.14,47213.18
2053.34,78421.62,796.09,0,121934.41,279.5,2,2053.34,0
2379.74,64859.92,717.89,0,114116.49,702.79,4,2379.74,0
1245.75,40976.13,730.91,0,52925.04,259.63,3,1245.75,26634.48
1954.64,72169.32,851.29,0,86011.42,530.75,2,1954.64,57735.46
2379.74,80828.85,746.57,0,131838.07,591.6,3,3228.37,52538.75
3228.37,182763.86,660.07,0,310573.6,686.84,3,3228.37,127934.7
1693.19,48039.33,628.21,0,81559.2,217.51,3,1693.19,0
3190.98,121609.82,758.82,0,205024.34,350.47,4,3190.98,91207.36
2091.7,161177.42,833.24,0,303214.41,901.9,3,2091.7,0
1693.19,51147.4,647.67,1,83382.92,365.74,3,2019.65,-999
2019.65,76237.28,632.72,0,134917.09,669.34,4,2019.65,0
2416.95,90664.54,816.79,0,113249.53,349.19,2,2416.95,63465.18
1024.99,43952.11,777.56,1,57487.04,223.38,4,1024.99,0
2830.14,42389.91,681.47,0,66377.46,269.35,3,2830.14,0
1235.54,64239.76,813.2,0,70697.1,227.4,3,1235.54,51391.81
2236.65,60085.38,749.35,0,74321.71,468.84,4,2236.65,39055.5
1481.57,88497.05,650.81,0,142857.52,438.72,1,1481.57,0
1042.38,94833.28,770.56,0,157621.52,412.07,3,1042.38,75866.62
2444.73,80630.48,636.06,1,152953.25,433.39,3,2444.73,0
12702.65,40639.21,855.2,1,54363.6,207.63,4,12702.65,30479.41
1694.52,44415.55,675.18,0,69300.01,345.42,3,1694.52,0
2444.73,27809.86,647.53,1,48311.59,129.81,1,1000.05,0
1000.05,42769.81,680.56,0,59274.18,268.82,3,1000.05,0
1694.52,64281.88,798.29,0,115941.3,305.73,1,3110.47,44997.32
3110.47,212072.26,716.33,1,343235.83,809.15,3,3110.47,137846.97
1000.05,150699.89,679.75,0,185360.78,516.95,3,2433.9,105489.92
2433.9,147939.09,758.29,0,252742.16,498.3,4,2433.9,110954.32
2537.3,254065.2,746.3,0,411938.75,981.52,2,2537.3,177845.64
1689.51,223252.57,821.67,1,365603.55,820.22,3,1689.51,0
2433.9,71569.51,684.09,0,119273.24,695.28,1,2583.16,46520.18
2583.16,37417.99,739.2,0,46954.23,364.66,4,2583.16,26192.59
1689.51,180486.46,836.51,0,323555.25,565.98,2,1783.52,144389.17
1783.52,226751.05,772.75,0,360341.67,656.13,3,1783.52,0
1017.48,75390.95,681.51,0,133620.33,371.05,4,1017.48,52773.66
2645.58,69897.24,758.82,1,95140.83,530.48,4,2645.58,52422.93
1213.01,32040.51,719.84,0,56436.59,292.97,4,1213.01,22428.36
6141.7,241670.28,769.11,0,311154.35,1154.6,3,6141.7,193336.22
1171,43726.62,701.08,0,82986.87,298.19,3,1171,30608.63
3044.45,37436.87,796.7,0,62179.08,425.6,1,3044.45,0
2662.61,25299.36,690.46,0,31286.51,127.43,3,2662.61,16444.58
2998.73,240549.06,769.04,0,440801.55,777.78,1,2998.73,168384.34
3044.45,15942.24,796.33,0,18726.9,184.36,4,1646.5,11956.68
1646.5,37313.3,804.96,1,62092.14,422.1,3,1646.5,0
1880.84,45902.51,747.64,1,59792.37,290.83,2,1880.84,32131.76
1968.69,46384.88,870.33,0,76866.57,477.04,3,1968.69,46384.88
3332.89,110968.35,733.55,0,193955.28,837.25,1,3332.89,0
2081.51,72630.77,802.25,0,134492.96,390.9,3,2081.51,58104.62
1536.56,89357.29,731.33,0,134058.25,272.19,3,1536.56,0
2124.01,61757.25,708.37,1,97981.88,341.15,2,2124.01,40142.21
8293.53,108289.45,749.55,0,131526.44,902.67,2,8293.53,70388.14
3154.7,135381.89,845.91,1,212800.84,394.82,1,3154.7,94767.32
4195.49,119596.25,737.79,0,198439.13,676.77,4,4195.49,83717.38
2092.32,176535.99,770.19,0,288551.05,515.49,3,2092.32,141228.79
3130.84,58715.73,858.98,0,77606.24,277.96,4,3130.84,44036.8
3418.16,113373.23,717.95,0,135257.65,615.94,4,3418.16,79361.26
2038.57,50983.37,851.02,0,57910.09,217.1,1,2038.57,38237.53
1880.68,64192.41,666.61,1,85282.88,298.65,2,1880.68,41725.07
3418.16,34960.81,610.68,0,64306.71,170.45,4,1559.11,0
1559.11,95214.48,626.43,0,162807.1,336.33,4,1559.11,0
4186.42,184933.42,722.53,0,328505.74,467.86,4,4186.42,-999
2163.48,170820.78,703.5,0,281361.9,467.95,3,2163.48,119574.55
2372.24,74286.98,654.15,0,90411.23,362.66,1,2372.24,52000.89
1599.83,42470.48,669.07,1,66377.45,182.36,2,1599.83,27605.81
2988.43,174143.74,697.88,0,290700.34,574.92,2,2988.43,113193.43
2349.8,123319.93,757.67,0,181027.79,631.81,2,2349.8,86323.95
1603.04,20553.11,637.49,0,25796.57,208.54,1,1603.04,0
2749.42,40718.53,808.69,1,70059.99,322.47,4,2749.42,30538.9
1229.42,96522.75,725.04,0,170101.93,383.57,3,1229.42,0
1603.04,185273.3,756.69,0,296671.86,558.47,2,2576.22,148218.64
2576.22,179902.59,855.98,0,316307.18,928.21,2,2576.22,143922.07
1421.72,28169.86,685.65,0,43391.51,148.06,2,1421.72,19718.9
3177.54,179497.45,687.91,0,218268.01,527.2,4,3177.54,116673.34
2576.22,21447.21,733.55,0,27129.79,174.87,1,2160.38,15013.05
2160.38,91911.79,646.79,0,142304.38,720.95,3,2160.38,0
1343.21,242106.2,689.69,1,376156.86,862.54,4,1343.21,0
2082.18,43640.61,691.63,0,79760.57,216.62,4,2082.18,28366.4
1978.48,125521.92,842.69,0,226344.59,422,1,1978.48,100417.54
5938.89,159706.62,873.42,0,234943.01,523.94,2,5938.89,119779.96
1363.8,28220.77,635.27,1,44383.24,122.63,1,1363.8,0
3808.73,50829.91,666.83,0,96215.39,355.05,1,3808.73,0
1676.55,45999.08,649.09,0,83610.11,314.77,2,1676.55,0
1910.37,38442.78,834.62,0,47454.75,208.79,2,1910.37,30754.22
5303.2,267691.8,867.36,0,495561.75,750.94,1,5303.2,200768.85
2478.79,150169.74,725.71,1,218237.42,429.75,4,2478.79,0
1910.37,85166.95,690.67,0,131287.33,506.39,2,2830.89,89792.1
2830.89,34325.32,597.13,0,58161.66,190.68,1,2830.89,0
7315.56,140315.96,749.06,0,204286.33,621.77,1,7315.56,91205.37
3705.42,183750.94,722.74,0,240880.01,535.12,2,3705.42,0
1242.99,34833.97,818.15,0,53309.54,162.27,1,1242.99,24383.78
2049.37,156673.46,813.78,0,203856.46,422.16,4,2049.37,0
2607.95,19346.18,676.22,1,34145.91,179.75,2,2607.95,12575.02
2634.48,229089.21,847.1,0,264203.12,817.12,4,2634.48,183271.37
1594.39,20737.88,803.34,0,38937.97,101.63,1,1594.39,15553.41
2607.95,21038.99,808.69,0,31154.79,206.13,1,2703.52,13675.34
2634.48,92707.96,742.79,0,111288.65,505.79,4,2703.52,64895.57
2703.52,26677.79,836.34,0,38347.54,242.7,4,2703.52,20008.34
2144.73,25750.28,746.78,1,37684.45,222.88,1,2144.73,18025.2
3114.31,34535.41,652.57,0,63007.56,389.72,2,3114.31,24174.79
3134.7,94646.73,745.72,0,166788.14,282.92,3,3134.7,66252.71
1836.74,70667.2,733.55,1,113509.67,606.96,4,1836.74,45933.68
3114.31,38355.24,611.47,0,55250.45,259.8,4,4501.72,0
4501.72,90081.76,744.49,0,133857.55,346.86,4,4501.72,63057.23
122966.28,224244.73,795.26,0,423225.33,1993.87,4,122966.28,156971.31
1339.1,86243.27,649.61,0,95171.97,481.73,4,1339.1,0
2719.87,36673.07,821.65,0,65046.4,161.64,1,2719.87,25671.15
2599.81,6307.15,796.15,0,10993.7,65.88,4,2599.81,4730.36
1339.1,276046.74,808.77,0,333540.06,1122.64,2,1888.9,207035.06
1888.9,102478.05,666.19,1,177346.69,548.1,4,1888.9,66610.73
2570.02,86786.38,682.09,1,158505.02,453.75,2,2570.02,0
1248.62,93344.59,791.93,1,169554.16,297.98,2,1248.62,70008.44
2009.93,64917.71,782.3,0,96853.43,366.4,3,2009.93,0
2570.02,77230.33,758.97,0,100625.82,564.45,2,4605.24,57922.75
4605.24,197778.75,755.22,0,-999,620.68,3,4605.24,148334.06
1843.79,85316.59,753.55,0,95828.89,561.05,4,1843.79,-999
1898.3,26956.15,761.35,0,46206.19,272.81,4,1898.3,0
1976.34,13947.7,763.61,1,25490.43,100.01,1,1976.34,11158.16
3376.53,88043.78,798.87,0,115651.12,323.54,2,3376.53,66032.83
2468.3,62248.26,676.22,0,72323.93,338.54,3,2468.3,46686.2
1294.6,24351.68,775.06,0,37297.34,124.78,4,1294.6,18263.76
3376.53,68093.45,663.02,0,83557.93,312.52,2,2097.81,44260.74
2097.81,32131.02,863.32,0,43843.68,338.24,1,2097.81,24098.26
1294.6,100745.2,750.48,0,112775.93,294.52,3,7240.26,75558.9
7240.26,183631.34,754.64,0,226971.59,1745.25,3,7240.26,128541.94
995.06,141393.5,654.8,0,263029.49,384.85,2,995.06,0
3543.4,109697.37,764.25,0,171840.59,418.84,2,3543.4,0
1981.4,51339.57,639.34,0,72142.09,259.55,2,1981.4,0
2315.19,72377.57,741.27,0,135150.49,519.55,2,2315.19,50664.3
1198.49,47153.92,706.24,1,78296.43,298.85,4,1198.49,30650.05
1389.73,42072.24,717.45,0,55783.55,220.3,4,1389.73,27346.96
2106.78,58981.18,714.01,0,99844.1,265.63,4,2106.78,38337.77
2572.6,137700.01,802.54,0,188648.72,426.53,1,2572.6,103275.01
1389.73,197263.97,759.77,0,349389.74,597.48,2,1341.21,138084.78
1341.21,49716.96,770.88,1,84536.84,248.07,2,1341.21,0
1975.84,81814.2,780.86,0,110883,402.6,2,1975.84,65451.36
1389.73,46632.1,698.31,0,58522.63,511.71,2,1562.56,30310.86
1562.56,34913.78,781.19,0,43964.61,228.09,2,1562.56,27931.02
2152.91,48133.48,724.87,0,68055.69,359.72,4,2152.91,31286.76
2331.94,97854.74,637.29,0,182438.85,461.49,3,2331.94,0
1754.75,125325.91,829.9,1,216819.61,492.02,2,1754.75,0
3270.62,80845.98,627.56,1,147347.45,389.62,3,3270.62,0
1293.64,38292.21,753.71,1,45175.93,390.53,2,1293.64,0
1754.75,56604.2,871.87,0,75044.14,229.53,3,7285.95,45283.36
7285.95,185288.86,784.31,1,315988.15,566.86,1,7285.95,0
2582.24,47376.97,738.37,0,66167.7,246.82,4,2582.24,30795.03
1083.36,48151.66,623.7,0,55814.27,203.06,2,1083.36,0
7285.95,35438.46,856.27,0,40283.9,330.74,1,1650.89,26578.84
2582.24,107858.42,811.01,0,190390.7,449.45,1,1650.89,75500.89
1650.89,132782.37,727.7,0,240089.89,795.29,2,1650.89,92947.66
933.83,44720.34,729.63,0,75353.17,160.39,1,933.83,31304.24
1812.73,41864.59,751.75,0,74945.03,292.86,2,1812.73,33491.67
3099.62,16723.69,654.8,0,26347.04,161.47,4,3099.62,11706.58
1623.81,181080.17,778.07,1,286884.35,511.86,2,1623.81,144864.14
4570.71,47209.52,639.34,0,67915.72,230.33,4,4570.71,35407.14
2408.97,35675.72,681.85,0,48766.77,173.3,3,2408.97,24973
1655.74,63552.24,657.55,0,120085.19,179.76,2,1655.74,41308.96
4344.68,286587.05,803.81,0,518676.65,824.96,1,4344.68,214940.29
3458.14,95529.4,753.62,0,138363.94,428.63,3,3458.14,0
1655.74,94759.58,685.72,1,144014.92,764.19,3,1010.16,83717.38
1010.16,52634.22,740.88,1,88896.67,370.42,2,1010.16,36843.95
3948.7,85058.09,772.45,0,128868.72,368.85,2,3948.7,0
2116.31,54467.67,682.83,0,85451.7,270.96,3,2116.31,38127.37
1140.3,38774.24,787.09,0,49105.27,286.65,1,1140.3,0
1600.9,25053.88,667.66,0,43231.68,86.53,2,1600.9,16285.02
2116.31,21539.51,701.78,0,27476.09,130.61,1,4461.79,14000.68
4461.79,145663.27,704.12,0,212315.86,389.11,1,4461.79,101964.29
1536.76,84291.15,714.82,0,145998.9,367.43,2,1536.76,0
2116.31,187161.42,772.71,0,228520.48,536.09,4,648.76,149729.14
648.76,60788.71,792.3,0,112624.4,328.32,4,648.76,45591.53
2578.9,30407.74,785.67,0,48187.02,147.95,3,2578.9,21285.42
1976.21,89566.66,817.91,0,140135.89,267.18,4,1976.21,71653.33
2275.15,67226.04,685.72,0,114640.91,381.03,2,2275.15,43696.93
3163.86,77298.1,615.81,0,93840.38,432.33,1,3163.86,0
2090.18,25561.16,712.43,1,28654.13,205.88,3,2090.18,17892.81
2275.15,105762.8,628.38,0,192885.71,407.22,4,3956.34,0
3163.86,46345.2,820.81,0,57028.72,233.2,3,3956.34,34758.9
3956.34,160717.51,729.63,0,230695.32,701.53,4,3956.34,128574.01
1173.42,38032.17,792.17,0,51733.94,369.14,4,1173.42,26622.52
3163.86,42178.58,766.18,0,65683.79,184.85,4,2585.19,29525.01
3956.34,109127.13,852.87,0,151470.48,406.32,3,2585.19,87301.7
1173.42,30530.27,639.34,0,54772.69,-999,4,2585.19,19844.68
2585.19,157149.43,754.95,0,226181.09,491.44,2,2585.19,117862.07
2781.96,156215.85,657.55,0,248048.82,756.38,3,2781.96,124972.68
2551.56,92489.03,687.6,1,131940.61,458.27,2,2551.56,0
4042.02,97786.37,760.74,0,173569.1,482.65,3,4042.02,0
3097.95,38488.89,696.71,0,62554.47,377.56,4,3097.95,26942.22
988.19,104466.89,722.68,0,167890.22,291.71,2,988.19,73126.82
1311.92,132743.83,681.87,0,209203.01,456.68,2,1311.92,0
3097.95,98354.06,764.36,0,120245.05,474.07,1,1754.86,30754.22
1754.86,14177.02,673.21,0,-999,133.99,2,1754.86,9923.91
3378.81,215547.32,723.41,0,343100.49,570.61,2,3378.81,150883.12
3097.95,76394.62,678.11,0,101807.49,667.9,2,3085.03,53476.23
3085.03,109567.99,852.01,1,139008.57,998.21,4,3085.03,76697.59
3078.05,241574.19,613.75,0,405811.94,687.86,1,3078.05,0
3097.95,45449,863.06,0,72048.35,280.01,2,1661.16,36359.2
3085.03,94528.99,610.04,0,163218.01,981.49,4,1661.16,0
3078.05,142391.87,763.88,1,192224.86,666.76,2,1661.16,113913.5
1661.16,74256.07,778.99,0,95115.34,336.51,1,1661.16,51979.25
2935.11,60857.56,798.47,0,115248.38,309.29,3,2935.11,45643.17
1656.44,31752.94,743.01,0,37283,270.41,2,1656.44,0
1661.16,91968.77,668.82,0,120764.8,301.98,1,2683.02,64378.14
2935.11,164520.18,628.38,0,305110.59,475.68,3,2683.02,115164.13
2683.02,73908.66,839.9,0,87411.22,225.11,3,2683.02,51736.06
2407.95,122307.7,659.28,1,222821.03,373.54,2,2407.95,79500
2935.11,39020.6,797.27,0,64223.7,370.68,3,1256.3,29265.45
1256.3,37476.8,649.09,0,45843.28,201.77,2,1256.3,0
2083.08,109424.43,806.4,1,177727.41,477.8,3,2083.08,0
4808.73,79703.28,674.99,0,87993.15,531.21,2,4808.73,51807.13
1008.6,27734.26,711.58,0,35087.79,144.54,3,1008.6,0
1713.53,37358.47,741.35,0,69458.27,187.64,3,1713.53,24283.01
2809.23,96144.34,677.99,0,125868.03,465.97,4,2809.23,67301.04
2583.41,41690.09,664.42,0,58433.34,269.95,4,2583.41,29183.06
2163.17,27661.92,663.67,0,33553.52,153.88,2,2163.17,17980.25
2809.23,73111.62,742.36,0,82673.47,361.19,4,6200.86,47522.55
6200.86,196493.48,805.68,0,259646.28,653.06,3,6200.86,0
1649.48,41514.07,612.45,0,68606.78,280.02,2,1649.48,0
1565.49,70452.46,748.51,1,86358.99,320.94,1,1565.49,45794.1
2116.6,68843.25,750.6,0,89300.71,309.4,1,2116.6,48190.27
6340.15,91071.22,645.13,0,155746.49,406.2,3,6340.15,0
2461.79,34747.31,704.63,0,60429.81,339.34,4,2461.79,22585.75
2286.05,111219.99,791.28,0,183470.21,407.81,4,2286.05,0
2640.36,94251.68,757.09,0,129668.4,325.02,4,2640.36,65976.18
2461.79,67908.77,656.27,0,119836.04,336.6,2,1905.6,44140.7
1905.6,28253.86,643.68,0,45139.78,135.37,1,1905.6,0
2640.36,130810.49,757.51,1,222269.54,614.43,1,1551.47,104648.39
1551.47,63651.07,689.06,0,109551.39,311.26,3,1551.47,44555.75
2733.5,52026.27,711.81,0,61722.36,256.1,3,2733.5,33817.08
2423.65,200253.07,741.94,0,246665.49,527.3,3,2423.65,130164.5
1594.84,94875.49,628.38,0,127643.21,278.86,2,1594.84,61669.07
807.19,70680.09,784.51,0,118404.88,207.63,2,807.19,53010.07
4545.2,33194.27,648.57,0,51885.66,398.63,1,4545.2,0
4040.21,136561.33,744.49,1,251684.91,627.82,1,4040.21,95592.93
2632.5,37735.43,850.64,0,65635.19,128.51,2,2632.5,28301.57
1997.04,39793.02,659.36,0,53239.43,146.98,1,1997.04,27855.11
5932.16,202812.41,675.51,1,251814.48,1065.71,4,5932.16,0
4264.81,203888.22,758.89,1,379112.48,782.73,2,4264.81,163110.58
3077.07,68386.64,844.4,0,105223.19,668.41,2,3077.07,0
4394.39,110486.24,802.93,0,149051.29,432.55,1,4394.39,88388.99
2296.12,101140.14,814.68,1,120789.33,528.37,2,2296.12,75855.1
3077.07,80481.05,749.98,0,137864.14,445.68,2,1589.26,52312.68
1589.26,96524.35,680.86,0,146140.51,576.88,3,1589.26,67567.04
3867,109092.27,744.62,0,121729.62,362.24,3,3867,0
3077.07,184800.05,747.18,0,-999,758.86,1,1624.08,120120.03
1589.26,56429.54,802.11,1,73430.66,402.73,1,1624.08,45143.63
3867,67337.75,700.43,1,125405.08,260.84,1,1624.08,47136.42
1624.08,27048.01,755.97,0,39429.24,172.6,1,1624.08,20286.01
4132.89,34423.39,862.7,0,49201.55,132.18,2,4132.89,24096.37
2155.97,52751.28,629.33,1,76122.24,237.65,3,2155.97,0
1236.43,35547.19,768.22,0,62345.24,265.48,1,1236.43,0
2785.05,81491.5,827.95,1,153444.66,401.72,2,2785.05,0
2340.39,30565.19,769.43,0,35457.65,394.31,4,2340.39,22923.89
2601.58,129238.47,678.37,1,-999,474.74,3,2601.58,0
2785.05,20659.45,689.06,0,35121.84,100.11,2,676.14,15494.59
676.14,90887.69,855.98,0,151552.85,257.43,4,676.14,72710.15
4178.92,140754.67,736.35,0,207730.6,397.99,2,4178.92,0
2785.05,102326.32,844.4,0,175526.79,561.08,2,2823.72,71628.42
2823.72,281158.64,774.61,0,332978.21,797.89,3,2823.72,224926.91
1213.73,17465.55,687.22,0,20190.4,92.13,3,1213.73,11352.61
4101.4,215809.81,847.76,0,396932.61,610.53,1,4101.4,172647.85
2214.01,39815.9,850.64,0,73387,295.42,1,2214.01,0
2035.67,117071.09,653,0,136619.38,506.16,2,3183.57,81949.76
3183.57,87244.78,588.91,0,140494.19,407.2,3,3183.57,0
1123.24,39761.43,758.89,1,62380.18,141.48,2,1123.24,31809.14
1334.05,42337.52,825.17,0,65972.32,381.19,1,1334.05,31753.14
